POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
0,2,-0.99999950000025,0.14285713265306196,7.0,35.714285714285715,17.085714285714285,5,9,1.4285714285714286,0,4.785714285714286
2,5,-0.4285713673469475,0.07446808431416932,94.0,32.97872340425532,50.79148936170213,31,45,1.372340425531915,1,4.180851063829787
1,0,0.9999990000010001,0.24999993750001562,4.0,50.0,21.6,2,3,1.5,0,4.25
0,0,0.0,0.0,8.0,37.5,18.2,3,3,1.125,0,3.0
2,0,0.99999950000025,0.399999920000016,5.0,40.0,18.0,2,4,1.6,0,5.2
1,1,0.0,0.08695651795841226,7.666666666666667,17.391304347826086,10.023188405797102,4,11,1.2173913043478262,0,3.4782608695652173
3,0,0.9999996666667778,0.21428569897959293,7.0,71.42857142857143,31.371428571428574,10,12,1.9285714285714286,0,5.285714285714286
1,0,0.9999990000010001,0.055555552469135974,18.0,33.33333333333333,20.53333333333333,6,6,1.3888888888888888,0,4.055555555555555
1,1,0.0,0.030769230295857996,13.0,52.307692307692314,26.12307692307693,34,40,1.9230769230769231,1,5.615384615384615
3,0,0.9999996666667778,0.18749998828125072,8.0,62.5,28.200000000000003,10,12,1.75,0,5.1875
0,0,0.0,0.0,2.0,0.0,0.8,0,2,1.0,0,4.0
1,3,-0.49999987500003124,0.09302325365062201,43.0,46.51162790697674,35.8046511627907,20,24,1.7906976744186047,1,4.8604651162790695
0,0,0.0,0.0,1.0,0.0,0.4,0,1,1.0,0,3.0
1,2,-0.33333322222225925,0.07499999812500005,6.666666666666667,52.5,23.666666666666668,21,26,1.85,0,5.4
0,0,0.0,0.0,12.0,58.333333333333336,28.13333333333334,7,8,1.8333333333333333,0,5.0
1,0,0.9999990000010001,0.030303029384756687,16.5,51.515151515151516,27.206060606060607,17,15,1.7878787878787878,0,4.9393939393939394
0,1,-0.9999990000010001,0.032258063475546335,10.333333333333334,41.935483870967744,20.907526881720432,13,15,1.6774193548387097,0,4.580645161290323
1,0,0.9999990000010001,0.499999750000125,2.0,100.0,40.800000000000004,2,2,2.0,0,5.5
1,2,-0.33333322222225925,0.08108107888970058,7.4,29.72972972972973,14.851891891891894,11,13,1.2162162162162162,0,3.7027027027027026
1,2,-0.33333322222225925,0.06382978587596201,15.666666666666666,51.06382978723404,26.692198581560287,24,25,1.6595744680851063,4,5.0
0,0,0.0,0.0,5.0,20.0,10.0,1,2,1.0,0,3.4
1,0,0.9999990000010001,0.9999990000010001,1.0,0.0,0.4,0,1,1.0,0,4.0
2,1,0.33333322222225925,0.03749999953125001,26.666666666666668,42.5,27.66666666666667,34,48,1.6125,1,4.625
2,0,0.99999950000025,0.07692307396449716,13.0,42.30769230769231,22.123076923076923,11,17,1.5769230769230769,0,5.153846153846154
2,3,-0.199999960000008,0.10416666449652782,12.0,47.91666666666667,23.96666666666667,23,28,1.6041666666666667,1,4.729166666666667
6,0,0.9999998333333611,0.12244897709287803,24.5,48.97959183673469,29.391836734693882,24,37,1.653061224489796,0,4.448979591836735
0,0,0.0,0.0,44.0,22.727272727272727,26.690909090909088,10,20,1.2272727272727273,0,3.727272727272727
0,1,-0.9999990000010001,0.024390243307555043,20.5,36.58536585365854,22.834146341463416,15,17,1.4878048780487805,3,4.2926829268292686
0,0,0.0,0.0,5.0,30.0,14.0,3,5,1.2,0,4.2
0,1,-0.9999990000010001,0.499999750000125,2.0,100.0,40.800000000000004,2,2,2.0,0,6.0
0,2,-0.99999950000025,0.14285713265306196,7.0,57.14285714285714,25.65714285714286,8,11,1.9285714285714286,0,6.0
3,0,0.9999996666667778,0.14285713605442207,21.0,33.33333333333333,21.733333333333334,7,7,1.1904761904761905,1,3.4285714285714284
5,2,0.4285713673469475,0.07865168450953164,44.5,53.93258426966292,39.373033707865176,48,53,1.8651685393258426,0,5.224719101123595
2,4,-0.33333327777778704,0.07499999906250002,11.428571428571429,41.25,21.071428571428573,33,37,1.5125,0,4.375
2,0,0.99999950000025,0.06666666444444451,30.0,43.333333333333336,29.33333333333334,13,21,1.6,0,4.766666666666667
1,0,0.9999990000010001,0.025641024983563465,19.5,23.076923076923077,17.030769230769234,9,21,1.0769230769230769,0,3.4615384615384617
1,0,0.9999990000010001,0.020408162848813003,49.0,34.69387755102041,33.477551020408164,17,28,1.3673469387755102,3,4.0
6,5,0.09090908264462885,0.04182509489800344,29.22222222222222,31.1787072243346,24.160371778622732,82,105,1.376425855513308,3,3.9391634980988592
0,3,-0.9999996666667778,0.11999999520000018,12.5,28.000000000000004,16.2,7,12,1.56,0,4.4
5,3,0.24999996875000394,0.1025641012491782,39.0,41.02564102564102,32.01025641025641,32,42,1.705128205128205,1,4.782051282051282
9,3,0.4999999583333368,0.1428571411564626,7.636363636363637,35.714285714285715,17.34025974025974,30,43,1.4523809523809523,0,4.595238095238095
2,2,0.0,0.06060605968778698,7.333333333333333,46.96969696969697,21.721212121212123,31,38,1.606060606060606,0,4.742424242424242
1,0,0.9999990000010001,0.04761904535147403,21.0,52.38095238095239,29.352380952380955,11,11,1.8571428571428572,0,5.380952380952381
1,3,-0.49999987500003124,0.04444444395061729,22.5,45.55555555555556,27.222222222222225,41,43,1.6222222222222222,2,4.311111111111111
0,1,-0.9999990000010001,0.045454543388429844,7.333333333333333,27.27272727272727,13.842424242424242,6,11,1.2727272727272727,1,4.318181818181818
5,0,0.99999980000004,0.1388888850308643,18.0,41.66666666666667,23.86666666666667,15,17,1.5833333333333333,0,4.138888888888889
3,0,0.9999996666667778,0.14285713605442207,21.0,38.095238095238095,23.63809523809524,8,10,1.380952380952381,0,4.0
8,1,0.7777776913580343,0.051724137633769325,87.0,45.97701149425287,53.19080459770115,80,90,1.6149425287356323,5,4.551724137931035
1,0,0.9999990000010001,0.02941176384083048,17.0,55.88235294117647,29.152941176470588,19,17,1.6470588235294117,1,4.735294117647059
0,1,-0.9999990000010001,0.06249999609375024,16.0,31.25,18.900000000000002,5,10,1.0,0,3.625
23,6,0.5862068763376939,0.057999999884,22.727272727272727,39.4,24.85090909090909,197,255,1.488,9,4.316
11,5,0.37499997656250145,0.061068702056989686,21.833333333333332,35.11450381679389,22.779134860050892,92,137,1.465648854961832,1,4.240458015267175
11,8,0.15789472853185638,0.06529209599555981,18.1875,39.51890034364261,23.082560137457047,115,177,1.5017182130584192,0,4.518900343642612
7,2,0.5555554938271674,0.03797468338407307,12.473684210526315,35.0210970464135,18.99791250277593,83,128,1.3839662447257384,0,4.075949367088608
12,1,0.8461537810650938,0.06467661659364868,67.0,38.80597014925373,42.322388059701495,78,112,1.4975124378109452,1,4.45771144278607
2,0,0.99999950000025,0.021739130198487715,15.333333333333334,31.521739130434785,18.742028985507247,29,50,1.3804347826086956,1,4.021739130434782
0,0,0.0,0.0,3.0,0.0,1.2000000000000002,0,2,0.6666666666666666,0,2.0
1,0,0.9999990000010001,0.07692307100591762,13.0,38.46153846153847,20.58461538461539,5,6,1.2307692307692308,0,3.4615384615384617
1,2,-0.33333322222225925,0.04838709599375652,6.888888888888889,37.096774193548384,17.59426523297491,23,39,1.403225806451613,0,4.5
0,3,-0.9999996666667778,0.09999999666666677,10.0,56.666666666666664,26.666666666666664,17,20,1.5666666666666667,2,4.8
2,0,0.99999950000025,0.025316455375741072,13.166666666666666,41.77215189873418,21.97552742616034,33,45,1.4177215189873418,0,4.1265822784810124
19,6,0.5199999792000009,0.060679611503204826,15.25925925925926,43.203883495145625,23.385257101761955,178,304,1.4271844660194175,0,4.521844660194175
2,0,0.99999950000025,0.399999920000016,5.0,40.0,18.0,2,3,1.4,0,4.2
3,0,0.9999996666667778,0.06666666518518523,45.0,33.33333333333333,31.333333333333332,15,22,1.488888888888889,2,4.688888888888889
1,0,0.9999990000010001,0.499999750000125,2.0,50.0,20.8,1,2,2.5,0,7.5
12,2,0.7142856632653098,0.08235294069204152,10.0,45.88235294117647,22.35294117647059,78,105,1.6470588235294117,2,4.741176470588235
6,0,0.9999998333333611,0.08823529282006923,68.0,36.76470588235294,41.90588235294118,25,41,1.411764705882353,1,4.338235294117647
